,caseID,taskID,originator,eventtype,date,time
4586,11,TicketReady,System,complete,1970-01-07,20:59
4587,451,ImmediateRepair,Anne,complete,1970-01-12,16:55
4588,242,ReadyInformClient,System,complete,1970-01-04,11:30
4589,817,FirstContact,Monica,complete,1970-01-06,2:22
4590,507,MakeTicket,Dian,complete,1970-01-01,16:39
4592,459,TicketReady,System,complete,1970-01-05,22:16
4594,72,FirstContact,Dian,complete,1970-01-06,19:53
4595,605,InformClientSurvey,System,complete,1970-01-01,14:39
4596,993,RepairReady,System,complete,1970-01-11,21:34
4597,168,SendTicketToFinAdmin,System,complete,1970-01-13,1:39
4598,340,TicketReady,System,complete,1970-01-16,4:54
4599,438,RepairReady,System,complete,1970-01-05,12:12
4600,778,MakeTicket,Monica,complete,1970-01-05,23:05
4601,744,SendTicketToFinAdmin,System,complete,1970-01-17,17:46
4602,77,SendTicketToFinAdmin,System,complete,1970-01-06,16:03
4603,239,MakeTicket,Dian,complete,1970-01-03,16:39
4604,529,InternRepair,Cindy,complete,1970-01-08,4:41
4605,795,FirstContact,Dian,complete,1970-01-01,12:01
4606,479,InformClientSurvey,System,complete,1970-01-01,23:31
4607,535,InformClientSurvey,System,complete,1970-01-02,14:04
4608,275,InformClientSurvey,System,complete,1970-01-06,7:13
4609,26,ArrangeSurvey,Monica,complete,1970-01-03,3:07
4610,220,ReadyInformClient,System,complete,1970-01-15,23:57
4611,569,ImmediateRepair,Jacky,complete,1970-01-14,7:09
4612,964,MakeTicket,Dian,complete,1970-01-07,21:42
4613,330,MakeTicket,Monica,complete,1970-01-04,21:50
4614,228,FirstContact,Monica,complete,1970-01-01,13:09
4615,255,ReadyInformClient,System,complete,1970-01-03,17:27
4616,202,FirstContact,Monica,complete,1970-01-03,15:03
4617,711,InformClientSurvey,System,complete,1970-01-04,1:49
4618,364,ImmediateRepair,Anne,complete,1970-01-06,19:40
4619,318,Survey,John,complete,1970-01-06,9:35
4620,898,ArrangeSurvey,Dian,complete,1970-01-07,7:15
4622,673,MakeTicket,Monica,complete,1970-01-06,6:37
4623,617,Survey,Paul,complete,1970-01-11,15:41
4624,70,ReadyInformClient,System,complete,1970-01-14,6:11
4625,102,RepairReady,System,complete,1970-01-18,14:54
4626,211,MakeTicket,Dian,complete,1970-01-02,14:20
4627,103,InformClientSurvey,System,complete,1970-01-05,4:08
4628,320,FirstContact,Dian,complete,1970-01-05,6:38
4630,452,RepairReady,System,complete,1970-01-02,20:40
4631,969,ArrangeSurvey,Monica,complete,1970-01-03,18:07
4632,4,SendTicketToFinAdmin,System,complete,1970-01-04,23:35
4633,276,Survey,Jacky,complete,1970-01-04,3:40
4634,838,ReadyInformClient,System,complete,1970-01-06,7:07
4635,971,SendTicketToFinAdmin,System,complete,1970-01-04,2:22
4637,836,FirstContact,Monica,complete,1970-01-04,21:06
4638,89,ReadyInformClient,System,complete,1970-01-03,22:03
4639,521,Survey,Edd,complete,1970-01-16,15:12
4640,850,ReadyInformClient,System,complete,1970-01-02,2:32
4641,29,SendTicketToFinAdmin,System,complete,1970-01-07,14:00
4642,226,TicketReady,System,complete,1970-01-10,15:00
4643,361,SendTicketToFinAdmin,System,complete,1970-01-05,12:59
4644,27,ReadyInformClient,System,complete,1970-01-09,10:32
4645,374,Survey,Paul,complete,1970-01-13,16:11
4646,220,FirstContact,Monica,complete,1970-01-02,20:30
4648,823,TicketReady,System,complete,1970-01-01,18:13
4651,191,ArrangeSurvey,Monica,complete,1970-01-05,18:10
4652,413,TicketReady,System,complete,1970-01-14,12:48
4653,349,TicketReady,System,complete,1970-01-15,17:48
4654,463,TicketReady,System,complete,1970-01-03,5:26
4655,200,ArrangeSurvey,Monica,complete,1970-01-08,4:53
4657,689,FirstContact,Monica,complete,1970-01-04,17:34
4659,131,RepairReady,System,complete,1970-01-02,0:49
4661,189,ArrangeSurvey,Dian,complete,1970-01-03,19:35
4662,144,Survey,Barbara,complete,1970-01-14,12:57
4663,356,RepairReady,System,complete,1970-01-10,12:58
4665,526,SendTicketToFinAdmin,System,complete,1970-01-09,5:19
4666,698,Survey,Anne,complete,1970-01-01,21:59
4667,400,Survey,John,complete,1970-01-13,1:44
4669,437,Survey,John,complete,1970-01-07,4:07
4670,354,FirstContact,Dian,complete,1970-01-06,12:35
4671,867,MakeTicket,Dian,complete,1970-01-06,11:19
4673,876,SendTicketToFinAdmin,System,complete,1970-01-10,22:40
4674,922,ArrangeSurvey,Monica,complete,1970-01-02,7:57
4675,211,TicketReady,System,complete,1970-01-04,3:50
4676,525,InformClientSurvey,System,complete,1970-01-02,20:30
4679,898,TicketReady,System,complete,1970-01-10,12:22
4680,494,RepairReady,System,complete,1970-01-03,5:59
4681,307,SendTicketToFinAdmin,System,complete,1970-01-05,17:59
4682,846,ReadyInformClient,System,complete,1970-01-03,22:55
4683,418,Survey,Lex,complete,1970-01-07,11:13
4686,503,MakeTicket,Monica,complete,1970-01-04,11:40
4687,254,ReadyInformClient,System,complete,1970-01-10,13:36
4688,42,TicketReady,System,complete,1970-01-01,21:54
4689,315,TicketReady,System,complete,1970-01-11,10:36
4690,886,ArrangeSurvey,Dian,complete,1970-01-01,16:08
4691,593,MakeTicket,Dian,complete,1970-01-04,20:01
4692,157,ArrangeSurvey,Monica,complete,1970-01-04,9:11
4693,418,ReadyInformClient,System,complete,1970-01-07,17:59
4694,94,TicketReady,System,complete,1970-01-11,15:19
4695,273,MakeTicket,Dian,complete,1970-01-05,3:42
4696,153,ImmediateRepair,Anne,complete,1970-01-07,5:55
4697,494,MakeTicket,Dian,complete,1970-01-02,22:26
4698,250,FirstContact,Dian,complete,1970-01-03,20:21
4699,369,RepairReady,System,complete,1970-01-05,0:20
4700,283,ReadyInformClient,System,complete,1970-01-05,15:21
4701,628,TicketReady,System,complete,1970-01-13,12:59
4702,428,SendTicketToFinAdmin,System,complete,1970-01-09,20:15
4703,941,SendTicketToFinAdmin,System,complete,1970-01-07,0:03
4705,307,TicketReady,System,complete,1970-01-05,17:59
4707,182,Survey,Jacky,complete,1970-01-04,3:02
4708,194,SendTicketToFinAdmin,System,complete,1970-01-11,18:07
4709,15,TicketReady,System,complete,1970-01-06,16:23
4710,616,ReadyInformClient,System,complete,1970-01-06,14:31
4711,932,MakeTicket,Dian,complete,1970-01-03,6:10
4712,228,ReadyInformClient,System,complete,1970-01-01,22:46
4713,846,Survey,John,complete,1970-01-03,2:45
4714,814,ReadyInformClient,System,complete,1970-01-04,19:51
4716,339,MakeTicket,Dian,complete,1970-01-03,19:49
4717,303,InformClientSurvey,System,complete,1970-01-03,15:17
4718,249,ArrangeSurvey,Dian,complete,1970-01-03,22:13
4720,896,MakeTicket,Dian,complete,1970-01-04,6:47
4721,288,InternRepair,Cindy,complete,1970-01-16,14:35
4722,74,Survey,Jacky,complete,1970-01-04,23:03
4723,55,ArrangeSurvey,Dian,complete,1970-01-04,7:30
4724,902,RepairReady,System,complete,1970-01-10,15:43
4725,859,ReadyInformClient,System,complete,1970-01-07,11:19
4726,572,TicketReady,System,complete,1970-01-13,12:27
4728,425,FirstContact,Dian,complete,1970-01-01,22:44
4729,877,ArrangeSurvey,Monica,complete,1970-01-02,1:25
4730,761,TicketReady,System,complete,1970-01-06,19:52
4731,996,TicketReady,System,complete,1970-01-02,17:15
4732,232,RepairReady,System,complete,1970-01-08,1:25
4734,38,SendTicketToFinAdmin,System,complete,1970-01-04,10:03
4736,546,ImmediateRepair,Jacky,complete,1970-01-10,15:51
4737,674,InformClientSurvey,System,complete,1970-01-05,12:09
4738,970,MakeTicket,Monica,complete,1970-01-02,14:08
4739,233,MakeTicket,Monica,complete,1970-01-05,23:25
4741,983,RepairReady,System,complete,1970-01-05,8:32
4745,890,InformClientSurvey,System,complete,1970-01-06,22:40
4746,996,SendTicketToFinAdmin,System,complete,1970-01-02,14:44
4747,686,InformClientSurvey,System,complete,1970-01-07,20:50
4748,57,RepairReady,System,complete,1970-01-18,3:31
4749,749,InformClientSurvey,System,complete,1970-01-02,5:01
4751,404,TicketReady,System,complete,1970-01-07,20:22
4753,467,SendTicketToFinAdmin,System,complete,1970-01-07,11:14
4754,470,ImmediateRepair,Anne,complete,1970-01-13,0:32
4755,147,MakeTicket,Dian,complete,1970-01-03,2:06
4757,393,TicketReady,System,complete,1970-01-04,22:01
4758,738,MakeTicket,Dian,complete,1970-01-08,1:21
4759,848,RepairReady,System,complete,1970-01-02,7:05
4760,895,SendTicketToFinAdmin,System,complete,1970-01-07,6:37
4762,272,ArrangeSurvey,Dian,complete,1970-01-07,9:07
4764,15,ImmediateRepair,Barbara,complete,1970-01-06,8:12
4765,641,ArrangeSurvey,Monica,complete,1970-01-06,5:15
4766,243,FirstContact,Dian,complete,1970-01-06,5:04
4767,522,InformClientSurvey,System,complete,1970-01-02,17:12
4768,724,ArrangeSurvey,Dian,complete,1970-01-04,9:14
4770,959,InformClientSurvey,System,complete,1970-01-01,14:18
4772,721,Survey,Lex,complete,1970-01-05,8:05
4773,647,Survey,Barbara,complete,1970-01-04,6:07
4774,47,TicketReady,System,complete,1970-01-13,17:07
4775,289,FirstContact,Monica,complete,1970-01-04,14:50
4776,983,MakeTicket,Dian,complete,1970-01-05,0:07
4778,460,InternRepair,Anne,complete,1970-01-03,19:36
4779,750,ReadyInformClient,System,complete,1970-01-17,19:04
4782,17,InformClientSurvey,System,complete,1970-01-03,22:35
4783,460,RepairReady,System,complete,1970-01-03,19:36
4785,212,SendTicketToFinAdmin,System,complete,1970-01-18,7:57
4787,612,ReadyInformClient,System,complete,1970-01-05,19:22
4790,469,FirstContact,Monica,complete,1970-01-05,22:05
4791,854,InternRepair,Cindy,complete,1970-01-09,4:35
4793,174,MakeTicket,Monica,complete,1970-01-07,16:23
4794,637,FirstContact,Dian,complete,1970-01-02,10:43
4795,352,SendTicketToFinAdmin,System,complete,1970-01-01,16:23
4796,74,TicketReady,System,complete,1970-01-05,5:14
4797,515,SendTicketToFinAdmin,System,complete,1970-01-07,17:33
4799,700,TicketReady,System,complete,1970-01-08,16:56
4803,268,FirstContact,Dian,complete,1970-01-06,16:09
4804,490,SendTicketToFinAdmin,System,complete,1970-01-03,16:54
4806,953,Survey,Anne,complete,1970-01-02,5:55
4809,176,Survey,Nick,complete,1970-01-05,11:41
4810,492,SendTicketToFinAdmin,System,complete,1970-01-09,20:42
4811,735,InternRepair,Cindy,complete,1970-01-06,15:36
4812,290,TicketReady,System,complete,1970-01-04,23:43
4813,358,RepairReady,System,complete,1970-01-12,19:32
4814,132,ArrangeSurvey,Monica,complete,1970-01-05,10:02
4815,935,RepairReady,System,complete,1970-01-03,1:59
4816,57,SendTicketToFinAdmin,System,complete,1970-01-18,9:18
4817,943,ArrangeSurvey,Dian,complete,1970-01-02,12:03
4820,696,TicketReady,System,complete,1970-01-04,2:26
4821,860,MakeTicket,Monica,complete,1970-01-05,19:52
4822,287,InformClientSurvey,System,complete,1970-01-02,16:47
4824,158,ArrangeSurvey,Monica,complete,1970-01-05,18:47
4826,494,FirstContact,Dian,complete,1970-01-02,22:18
4828,725,TicketReady,System,complete,1970-01-09,14:37
4830,982,InternRepair,Edd,complete,1970-01-11,22:36
4832,721,ArrangeSurvey,Dian,complete,1970-01-05,7:02
4834,158,TicketReady,System,complete,1970-01-17,1:16
4836,515,ReadyInformClient,System,complete,1970-01-07,13:49
4839,749,RepairReady,System,complete,1970-01-02,8:08
4840,472,FirstContact,Monica,complete,1970-01-03,20:16
4841,663,InformClientWrongPlace,Dian,complete,1970-01-01,14:58
4842,302,MakeTicket,Dian,complete,1970-01-05,20:14
4845,616,Survey,Barbara,complete,1970-01-06,2:41
4847,911,InformClientSurvey,System,complete,1970-01-03,2:38
4848,712,ReadyInformClient,System,complete,1970-01-07,9:33
4851,716,MakeTicket,Dian,complete,1970-01-06,4:59
4852,238,Survey,Eric,complete,1970-01-05,9:25
4854,334,InternRepair,Cindy,complete,1970-01-18,7:17
4855,436,MakeTicket,Monica,complete,1970-01-08,2:55
4856,738,InformClientSurvey,System,complete,1970-01-08,1:23
4858,35,ArrangeSurvey,Monica,complete,1970-01-04,10:49
4859,555,InformClientSurvey,System,complete,1970-01-05,10:37
4860,632,FirstContact,Monica,complete,1970-01-02,5:39
4862,841,Survey,Ben,complete,1970-01-06,11:36
4863,580,MakeTicket,Monica,complete,1970-01-07,6:21
4864,62,ReadyInformClient,System,complete,1970-01-08,1:56
4865,715,ArrangeSurvey,Monica,complete,1970-01-07,2:02
4866,997,MakeTicket,Dian,complete,1970-01-06,21:02
4867,442,SendTicketToFinAdmin,System,complete,1970-01-03,14:54
4868,667,ArrangeSurvey,Monica,complete,1970-01-04,14:12
4869,913,InformClientSurvey,System,complete,1970-01-02,14:03
4870,700,ReadyInformClient,System,complete,1970-01-08,13:34
4873,746,MakeTicket,Dian,complete,1970-01-01,9:22
4874,413,SendTicketToFinAdmin,System,complete,1970-01-14,12:48
4876,120,RepairReady,System,complete,1970-01-13,4:58
4877,78,SendTicketToFinAdmin,System,complete,1970-01-09,19:19
4878,300,InternRepair,Edd,complete,1970-01-07,10:26
4879,349,InternRepair,Paul,complete,1970-01-15,10:11
4880,116,InternRepair,Anne,complete,1970-01-09,9:56
4881,337,ArrangeSurvey,Monica,complete,1970-01-02,12:37
4884,602,TicketReady,System,complete,1970-01-08,13:24
4885,204,InformClientSurvey,System,complete,1970-01-05,7:49
4886,383,ImmediateRepair,Anne,complete,1970-01-06,15:59
4888,388,MakeTicket,Dian,complete,1970-01-03,2:19
4889,217,SendTicketToFinAdmin,System,complete,1970-01-04,15:50
4890,960,SendTicketToFinAdmin,System,complete,1970-01-03,9:16
4891,970,RepairReady,System,complete,1970-01-06,9:52
4892,215,Survey,Barbara,complete,1970-01-11,13:32
4894,806,MakeTicket,Monica,complete,1970-01-01,21:56
4895,959,ArrangeSurvey,Dian,complete,1970-01-01,14:18
4896,420,SendTicketToFinAdmin,System,complete,1970-01-04,12:27
4897,657,FirstContact,Monica,complete,1970-01-06,21:23
4898,866,InformClientSurvey,System,complete,1970-01-05,15:20
4899,113,TicketReady,System,complete,1970-01-13,11:43
4901,969,InternRepair,Cindy,complete,1970-01-16,2:43
4902,437,InformClientSurvey,System,complete,1970-01-06,23:13
4903,986,ReadyInformClient,System,complete,1970-01-08,6:24
4905,271,FirstContact,Dian,complete,1970-01-03,14:51
4906,847,ReadyInformClient,System,complete,1970-01-11,12:03
4908,847,InformClientSurvey,System,complete,1970-01-08,18:43
4909,836,TicketReady,System,complete,1970-01-06,5:19
4913,208,ArrangeSurvey,Monica,complete,1970-01-02,14:45
4914,248,RepairReady,System,complete,1970-01-02,18:08
4915,788,ReadyInformClient,System,complete,1970-01-08,8:01
4917,133,ArrangeSurvey,Monica,complete,1970-01-03,1:25
4918,698,TicketReady,System,complete,1970-01-02,5:54
4919,269,MakeTicket,Monica,complete,1970-01-03,2:56
4920,286,Survey,Anne,complete,1970-01-07,18:29
4921,434,SendTicketToFinAdmin,System,complete,1970-01-16,3:12
4924,983,ArrangeSurvey,Monica,complete,1970-01-05,4:11
4927,941,ReadyInformClient,System,complete,1970-01-06,19:31
4928,597,Survey,Nick,complete,1970-01-07,1:40
4929,69,SendTicketToFinAdmin,System,complete,1970-01-14,3:22
4930,380,ReadyInformClient,System,complete,1970-01-07,8:36
4931,34,FirstContact,Dian,complete,1970-01-04,6:00
4932,249,TicketReady,System,complete,1970-01-05,6:07
4933,905,InformClientSurvey,System,complete,1970-01-06,15:35
4934,912,RepairReady,System,complete,1970-01-09,22:39
4937,528,MakeTicket,Monica,complete,1970-01-01,13:52
4938,500,ArrangeSurvey,Dian,complete,1970-01-07,14:21
4939,88,SendTicketToFinAdmin,System,complete,1970-01-08,10:22
4940,37,ArrangeSurvey,Dian,complete,1970-01-07,1:08
4941,307,InformClientSurvey,System,complete,1970-01-03,10:29
4942,371,ArrangeSurvey,Dian,complete,1970-01-02,15:27
4943,163,SendTicketToFinAdmin,System,complete,1970-01-13,21:46
4944,52,InformClientSurvey,System,complete,1970-01-01,20:54
4945,983,SendTicketToFinAdmin,System,complete,1970-01-05,10:09
4947,550,ReadyInformClient,System,complete,1970-01-18,10:01
4950,275,ReadyInformClient,System,complete,1970-01-11,20:31
4952,950,ReadyInformClient,System,complete,1970-01-17,0:30
4953,823,InformClientSurvey,System,complete,1970-01-01,11:59
4957,62,MakeTicket,Monica,complete,1970-01-07,18:10
4958,526,MakeTicket,Monica,complete,1970-01-06,5:48
4959,696,SendTicketToFinAdmin,System,complete,1970-01-04,2:26
4960,229,FirstContact,Monica,complete,1970-01-05,19:12
4961,233,ArrangeSurvey,Monica,complete,1970-01-05,23:30
4962,269,InformClientSurvey,System,complete,1970-01-03,2:58
4964,991,ReadyInformClient,System,complete,1970-01-12,9:42
4965,985,SendTicketToFinAdmin,System,complete,1970-01-09,20:45
4966,533,ImmediateRepair,Jacky,complete,1970-01-08,14:53
4967,146,InternRepair,John,complete,1970-01-07,12:31
4968,613,SendTicketToFinAdmin,System,complete,1970-01-03,19:27
4969,275,SendTicketToFinAdmin,System,complete,1970-01-11,19:19
4970,300,SendTicketToFinAdmin,System,complete,1970-01-07,12:30
4974,422,Survey,Barbara,complete,1970-01-13,5:35
4975,934,SendTicketToFinAdmin,System,complete,1970-01-01,19:17
4976,354,TicketReady,System,complete,1970-01-07,13:16
4977,378,InformClientSurvey,System,complete,1970-01-07,4:12
4980,90,TicketReady,System,complete,1970-01-05,18:43
4981,402,ImmediateRepair,Anne,complete,1970-01-06,12:50
4982,734,InformClientSurvey,System,complete,1970-01-06,22:50
4983,415,ArrangeSurvey,Dian,complete,1970-01-06,14:52
4984,896,ArrangeSurvey,Dian,complete,1970-01-04,6:52
4985,236,RepairReady,System,complete,1970-01-12,22:27
4986,527,RepairReady,System,complete,1970-01-02,9:21
4987,664,MakeTicket,Monica,complete,1970-01-04,6:03
4988,997,InternRepair,Paul,complete,1970-01-14,20:19
4989,101,InformClientSurvey,System,complete,1970-01-04,5:42
4990,882,MakeTicket,Dian,complete,1970-01-07,11:46
4991,425,RepairReady,System,complete,1970-01-02,16:06
4992,203,InternRepair,Cindy,complete,1970-01-13,7:08
4993,311,ArrangeSurvey,Dian,complete,1970-01-05,13:58
4994,131,InformClientSurvey,System,complete,1970-01-01,16:03
4995,418,ArrangeSurvey,Dian,complete,1970-01-07,10:28
4996,477,ReadyInformClient,System,complete,1970-01-10,9:03
4997,70,MakeTicket,Dian,complete,1970-01-05,5:18
4998,399,ArrangeSurvey,Dian,complete,1970-01-05,19:18
4999,849,MakeTicket,Dian,complete,1970-01-06,19:18
5000,10,SendTicketToFinAdmin,System,complete,1970-01-11,10:46
5001,604,InformClientSurvey,System,complete,1970-01-05,1:21
5004,613,InternRepair,Anne,complete,1970-01-03,14:18
5005,698,SendTicketToFinAdmin,System,complete,1970-01-02,5:54
5006,775,MakeTicket,Dian,complete,1970-01-04,22:53
5007,765,FirstContact,Monica,complete,1970-01-05,14:10
5008,85,Survey,Barbara,complete,1970-01-11,8:04
5009,532,ReadyInformClient,System,complete,1970-01-03,15:10
5010,199,SendTicketToFinAdmin,System,complete,1970-01-07,6:30
5011,722,MakeTicket,Monica,complete,1970-01-07,2:48
5012,131,TicketReady,System,complete,1970-01-02,5:12
5013,937,TicketReady,System,complete,1970-01-04,4:27
5014,925,ReadyInformClient,System,complete,1970-01-07,21:28
5019,853,Survey,Cindy,complete,1970-01-09,22:01
5020,439,InformClientSurvey,System,complete,1970-01-04,2:50
5021,33,TicketReady,System,complete,1970-01-05,9:23
5022,910,RepairReady,System,complete,1970-01-19,6:54
5023,827,Survey,Ben,complete,1970-01-04,8:45
5025,587,RepairReady,System,complete,1970-01-01,19:58
5026,388,Survey,Lex,complete,1970-01-03,2:44
5028,461,ArrangeSurvey,Monica,complete,1970-01-01,16:08
5029,224,RepairReady,System,complete,1970-01-07,11:14
5030,484,MakeTicket,Monica,complete,1970-01-04,14:45
5031,686,Survey,Jacky,complete,1970-01-10,19:44
5032,250,SendTicketToFinAdmin,System,complete,1970-01-13,23:42
5034,867,RepairReady,System,complete,1970-01-10,22:42
5035,553,RepairReady,System,complete,1970-01-14,10:07
5036,103,SendTicketToFinAdmin,System,complete,1970-01-06,2:40
5038,714,InformClientSurvey,System,complete,1970-01-08,4:23
5040,409,InternRepair,John,complete,1970-01-14,15:15
5041,129,SendTicketToFinAdmin,System,complete,1970-01-12,1:12
5042,225,Survey,Cindy,complete,1970-01-14,8:02
5043,891,MakeTicket,Dian,complete,1970-01-03,23:31
5044,729,ArrangeSurvey,Monica,complete,1970-01-05,21:27
